reason_id,event_id,source_row_id,reason_index,reason_raw,event_level,rejected_at,corrected_at,gap_days,Region,Nom Operateur Court,reason_clean,reason_model,reason_word_count,is_valid_reason,cluster_id,stable_theme,theme_assignment_method,needs_review,rejected_month
79,18,20,11,Indication de Terre communautaire sur le Plan sans indiquer précisé le nom de la communauté,N1,2026-04-16 12:30:00,2026-06-30 16:00:00,75.125,CAVALLY,GRP. CAG,indication de terre communautaire sur le plan sans indiquer precise le nom de la communaute,indication terre communautaire plan indiquer precise nom communaute,8,True,6,plan_toponymie_noms,rule,False,2026-04
80,19,21,1,Nom et prénom incomplet du voisin MOUSSA dans le RDC,N1,2026-04-16 14:03:00,2026-06-30 16:00:00,75.04166666666667,CAVALLY,GRP. CAG,nom et prenom incomplet du voisin moussa dans le rdc,nom prenom incomplet voisin moussa rdc,6,True,7,voisinage_limitrophes,rule,False,2026-04
81,19,21,2,La fiche démographique présente des champs vides,N1,2026-04-16 14:03:00,2026-06-30 16:00:00,75.04166666666667,CAVALLY,GRP. CAG,la fiche demographique presente des champ_non_renseigne,fiche demographique presente champ_non_renseigne,4,True,4,qualite_information_insuffisante,rule,False,2026-04
82,19,21,3,Absence de signatures des membres de l'équipe d'enquête,N1,2026-04-16 14:03:00,2026-06-30 16:00:00,75.04166666666667,CAVALLY,GRP. CAG,absence de signatures des membres de l'equipe d'enquete,absence signatures membres l'equipe d'enquete,5,True,7,audition_enquete_historique,rule,False,2026-04
83,19,21,4,Absence de déclaration du cédant ou un membre de sa famille,N1,2026-04-16 14:03:00,2026-06-30 16:00:00,75.04166666666667,CAVALLY,GRP. CAG,absence de declaration du cedant ou un membre de sa famille,absence declaration cedant membre famille,5,True,3,voisinage_limitrophes,rule,False,2026-04
84,19,21,5,Absence de signature du géometre expert ou son répresentant sur le PVCL,N1,2026-04-16 14:03:00,2026-06-30 16:00:00,75.04166666666667,CAVALLY,GRP. CAG,signature_absente du geometre expert ou son representant sur le pvcl,signature_absente geometre expert representant pvcl,5,True,0,signature_absente_ou_incomplete,rule,False,2026-04
85,19,21,6,Absence de 3 voisins limitrophes sur le PVCL,N1,2026-04-16 14:03:00,2026-06-30 16:00:00,75.04166666666667,CAVALLY,GRP. CAG,absence de 3 voisins limitrophes sur le pvcl,absence voisins limitrophes pvcl,4,True,1,pvcl_constat_limites,rule,False,2026-04
86,19,21,7,Nom et prénom incomplet du voisin MOUSSA sur le Plan,N1,2026-04-16 14:03:00,2026-06-30 16:00:00,75.04166666666667,CAVALLY,GRP. CAG,nom et prenom incomplet du voisin moussa sur le plan,nom prenom incomplet voisin moussa plan,6,True,7,voisinage_limitrophes,rule,False,2026-04
87,20,22,1,La fiche démographique présence des champs vides,N1,2026-04-16 14:35:00,2026-06-30 16:00:00,75.04166666666667,CAVALLY,GRP. CAG,la fiche demographique presence des champ_non_renseigne,fiche demographique presence champ_non_renseigne,4,True,4,qualite_information_insuffisante,rule,False,2026-04
88,20,22,2,"Plusieurs voisins figurant sur le plan ne sont pas répertoriés sur la fiche démographique, et l'équipe d'enquête",N1,2026-04-16 14:35:00,2026-06-30 16:00:00,75.04166666666667,CAVALLY,GRP. CAG,plusieurs voisins figurant sur le plan ne sont pas repertories sur la fiche demographique et l'equipe d'enquete,plusieurs voisins figurant plan ne pas repertories fiche demographique l'equipe d'enquete,11,True,7,voisinage_limitrophes,rule,False,2026-04
89,20,22,3,Le voisin Goualou Karidja ne figure pas sur le plan,N1,2026-04-16 14:35:00,2026-06-30 16:00:00,75.04166666666667,CAVALLY,GRP. CAG,le voisin goualou karidja ne figure pas sur le plan,voisin goualou karidja ne figure pas plan,7,True,6,voisinage_limitrophes,rule,False,2026-04
90,20,22,4,Absence de signatures des membres de l'équipe enquête,N1,2026-04-16 14:35:00,2026-06-30 16:00:00,75.04166666666667,CAVALLY,GRP. CAG,absence de signatures des membres de l'equipe enquete,absence signatures membres l'equipe enquete,5,True,7,audition_enquete_historique,rule,False,2026-04
91,20,22,5,Absence de réponse de la première question sur l'origine des droits,N1,2026-04-16 14:35:00,2026-06-30 16:00:00,75.04166666666667,CAVALLY,GRP. CAG,absence de reponse de la premiere question sur l'origine des droits,absence reponse premiere question l'origine droits,6,True,0,droits_origine_transaction,rule,False,2026-04
92,20,22,6,Absence de déclaration du cédant ou un membre de sa famille,N1,2026-04-16 14:35:00,2026-06-30 16:00:00,75.04166666666667,CAVALLY,GRP. CAG,absence de declaration du cedant ou un membre de sa famille,absence declaration cedant membre famille,5,True,3,voisinage_limitrophes,rule,False,2026-04
93,20,22,7,Absence de signature du géomètre expert,N1,2026-04-16 14:35:00,2026-06-30 16:00:00,75.04166666666667,CAVALLY,GRP. CAG,signature_absente du geometre expert,signature_absente geometre expert,3,True,0,signature_absente_ou_incomplete,rule,False,2026-04
94,20,22,8,Absence de plusieurs voisins sur le PVCL ( voir le plan),N1,2026-04-16 14:35:00,2026-06-30 16:00:00,75.04166666666667,CAVALLY,GRP. CAG,absence de plusieurs voisins sur le pvcl voir le plan,absence plusieurs voisins pvcl voir plan,6,True,1,pvcl_constat_limites,rule,False,2026-04
95,20,22,9,Absence d'au moins un membre de la chefferie et le CVGFR,N1,2026-04-16 14:35:00,2026-06-30 16:00:00,75.04166666666667,CAVALLY,GRP. CAG,absence d'au moins un membre de la chefferie et le cvgfr,absence d'au membre chefferie cvgfr,5,True,3,autre_a_revoir,manual_review,True,2026-04
96,20,22,10,Inconformité entre les voisins mentionner dans le RDC et le Plan,N1,2026-04-16 14:35:00,2026-06-30 16:00:00,75.04166666666667,CAVALLY,GRP. CAG,inconformite entre les voisins mentionner dans le rdc et le plan,inconformite entre voisins mentionner rdc plan,6,True,1,voisinage_limitrophes,rule,False,2026-04
97,20,22,11,Certains éléments du plan de situations ne figurent pas dans la légende : La foret classée,N1,2026-04-16 14:35:00,2026-06-30 16:00:00,75.04166666666667,CAVALLY,GRP. CAG,certains elements du plan de situations ne figurent pas dans la legende la foret classee,certains elements plan situations ne figurent pas legende foret classee,10,True,12,plan_toponymie_noms,rule,False,2026-04
98,20,22,12,Les étiquettes des bornes sont à l'intérieur de la polygonale de la parcelle,N1,2026-04-16 14:35:00,2026-06-30 16:00:00,75.04166666666667,CAVALLY,GRP. CAG,les etiquettes des bornes sont a l'interieur de la polygonale de la parcelle,etiquettes bornes l'interieur polygonale parcelle,5,True,10,voisinage_limitrophes,rule,False,2026-04
99,21,23,1,Absence de signature des membres de l'équipe d'enquête,N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,signature_absente des membres de l'equipe d'enquete,signature_absente membres l'equipe d'enquete,4,True,7,signature_absente_ou_incomplete,rule,False,2026-04
100,21,23,2,Absence de numéro de CNI des AYANTS DROITS,N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,absence de numero de cni des ayants droits,absence numero cni ayants droits,5,True,5,pieces_documents_scan,rule,False,2026-04
101,21,23,3,Un bas-fond ne peut être un voisin limitrophe,N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,un bas fond ne peut etre un voisin limitrophe,bas fond ne peut voisin limitrophe,6,True,6,voisinage_limitrophes,rule,False,2026-04
102,21,23,4,Nom et prénom incomplète du voisin limitrophe AMIDOU,N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,nom et prenom incomplete du voisin limitrophe amidou,nom prenom incomplete voisin limitrophe amidou,6,True,7,voisinage_limitrophes,rule,False,2026-04
103,21,23,5,Absence de la qualité du réfèrent,N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,absence de la qualite du referent,absence qualite referent,3,True,14,audition_enquete_historique,rule,False,2026-04
104,21,23,6,Absence de la déclaration d'un membre de la famille pour confirmer l'héritage,N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,absence de la declaration d'un membre de la famille pour confirmer l'heritage,absence declaration d'un membre famille confirmer l'heritage,7,True,3,voisinage_limitrophes,rule,False,2026-04
105,21,23,7,Absence de signature du nombre de personne requis pour la désignation du,N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,signature_absente du nombre de personne requis pour la designation du,signature_absente nombre personne requis designation,5,True,9,signature_absente_ou_incomplete,rule,False,2026-04
106,21,23,8,Remplissage incomplet de fiche de désignation du gestionnaire,N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,remplissage incomplet de fiche de designation du gestionnaire,remplissage incomplet fiche designation gestionnaire,5,True,11,qualite_information_insuffisante,rule,False,2026-04
107,21,23,9,Absence de signature du Géomètre expert sur le PVCL,N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,signature_absente du geometre expert sur le pvcl,signature_absente geometre expert pvcl,4,True,0,signature_absente_ou_incomplete,rule,False,2026-04
108,21,23,10,Absence de plusieurs voisins sur le PVCL ( voir le plan),N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,absence de plusieurs voisins sur le pvcl voir le plan,absence plusieurs voisins pvcl voir plan,6,True,1,pvcl_constat_limites,rule,False,2026-04
109,21,23,11,Absence d'au moins un membre de la chefferie et CVGFR sur le PVCL,N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,absence d'au moins un membre de la chefferie et cvgfr sur le pvcl,absence d'au membre chefferie cvgfr pvcl,6,True,3,pvcl_constat_limites,rule,False,2026-04
110,21,23,12,Indication de terre communautaire comme voisin sans preciser le nom,N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,indication de terre communautaire comme voisin sans preciser le nom,indication terre communautaire comme voisin preciser nom,7,True,6,voisinage_limitrophes,rule,False,2026-04
111,21,23,13,Inconformité sur la présence d'une d'amorce de limite a la Borne B26 Puisse,N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,inconformite sur la presence d'une d'amorce de limite a la borne b26 puisse,inconformite presence d'une d'amorce limite borne b26 puisse,8,True,1,voisinage_limitrophes,rule,False,2026-04
112,21,23,14,Erreur sur le nom du voisin Issaka Sur le Plan,N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,erreur sur le nom du voisin issaka sur le plan,erreur nom voisin issaka plan,5,True,2,voisinage_limitrophes,rule,False,2026-04
113,21,23,15,Présence des étiquettes à l'interieur de la polygonale de la parcelle,N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,presence des etiquettes a l'interieur de la polygonale de la parcelle,presence etiquettes l'interieur polygonale parcelle,5,True,10,shapefile_geometrie_superficie,rule,False,2026-04
114,21,23,16,Certains éléments du plan de situation ne sont pas représentés dans la,N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,certains elements du plan de situation ne sont pas representes dans la,certains elements plan situation ne pas representes,7,True,1,plan_toponymie_noms,rule,False,2026-04
115,21,23,17,"""- la fiche démographique présente des champs vides",N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,la fiche demographique presente des champ_non_renseigne,fiche demographique presente champ_non_renseigne,4,True,4,qualite_information_insuffisante,rule,False,2026-04
116,21,23,18,gestionnaire,N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,gestionnaire,gestionnaire,1,True,11,autre_a_revoir,manual_review,True,2026-04
117,21,23,19,de la communauté sur le Plan,N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,de la communaute sur le plan,communaute plan,2,True,6,plan_toponymie_noms,rule,False,2026-04
118,21,23,20,qu'il le voisin Ouedraogo Issaka est répété deux fois de B25 à B27 sur le Plan,N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,qu'il le voisin ouedraogo issaka est repete deux fois de b25 a b27 sur le plan,qu'il voisin ouedraogo issaka repete deux fois b25 b27 plan,10,True,4,voisinage_limitrophes,rule,False,2026-04
119,21,23,21,légende : la foret classée,N1,2026-04-16 15:33:00,2026-06-30 16:00:00,75.0,CAVALLY,GRP. CAG,legende la foret classee,legende foret classee,3,True,12,autre_a_revoir,manual_review,True,2026-04
120,22,24,1,Présence de champs vides sur la fiche démographique,N1,2026-04-17 07:43:00,2026-06-30 16:00:00,74.33333333333333,CAVALLY,GRP. CAG,presence de champ_non_renseigne sur la fiche demographique,presence champ_non_renseigne fiche demographique,4,True,4,qualite_information_insuffisante,rule,False,2026-04
121,22,24,2,Absence de signatures des membres de l'équipe d'enquête,N1,2026-04-17 07:43:00,2026-06-30 16:00:00,74.33333333333333,CAVALLY,GRP. CAG,absence de signatures des membres de l'equipe d'enquete,absence signatures membres l'equipe d'enquete,5,True,7,audition_enquete_historique,rule,False,2026-04
122,22,24,3,Absence du voisin DIABATE PISSI sur la fiche démographique et l'équipe,N1,2026-04-17 07:43:00,2026-06-30 16:00:00,74.33333333333333,CAVALLY,GRP. CAG,absence du voisin diabate pissi sur la fiche demographique et l'equipe,absence voisin diabate pissi fiche demographique l'equipe,7,True,7,voisinage_limitrophes,rule,False,2026-04
123,22,24,4,Absence de Signature du géometre expert ou son representant sur le PVCL,N1,2026-04-17 07:43:00,2026-06-30 16:00:00,74.33333333333333,CAVALLY,GRP. CAG,signature_absente du geometre expert ou son representant sur le pvcl,signature_absente geometre expert representant pvcl,5,True,0,signature_absente_ou_incomplete,rule,False,2026-04
124,22,24,5,Absence de tout les voisins limitrophes sur le PVCL,N1,2026-04-17 07:43:00,2026-06-30 16:00:00,74.33333333333333,CAVALLY,GRP. CAG,absence de tout les voisins limitrophes sur le pvcl,absence tout voisins limitrophes pvcl,5,True,1,pvcl_constat_limites,rule,False,2026-04
125,22,24,6,Absence d'au moins un membre du CVGFR et la chefferie sur le PVCL,N1,2026-04-17 07:43:00,2026-06-30 16:00:00,74.33333333333333,CAVALLY,GRP. CAG,absence d'au moins un membre du cvgfr et la chefferie sur le pvcl,absence d'au membre cvgfr chefferie pvcl,6,True,3,pvcl_constat_limites,rule,False,2026-04
126,22,24,7,Présence des étiquettes à l'intérieur de la polygonale de la parcelle,N1,2026-04-17 07:43:00,2026-06-30 16:00:00,74.33333333333333,CAVALLY,GRP. CAG,presence des etiquettes a l'interieur de la polygonale de la parcelle,presence etiquettes l'interieur polygonale parcelle,5,True,10,shapefile_geometrie_superficie,rule,False,2026-04
127,22,24,8,Certains éléments du plan de situation ne sont pas représentés dans la,N1,2026-04-17 07:43:00,2026-06-30 16:00:00,74.33333333333333,CAVALLY,GRP. CAG,certains elements du plan de situation ne sont pas representes dans la,certains elements plan situation ne pas representes,7,True,1,plan_toponymie_noms,rule,False,2026-04
128,22,24,9,d'enquête,N1,2026-04-17 07:43:00,2026-06-30 16:00:00,74.33333333333333,CAVALLY,GRP. CAG,d'enquete,d'enquete,1,True,7,audition_enquete_historique,rule,False,2026-04
129,22,24,10,légende : la foret classée,N1,2026-04-17 07:43:00,2026-06-30 16:00:00,74.33333333333333,CAVALLY,GRP. CAG,legende la foret classee,legende foret classee,3,True,12,autre_a_revoir,manual_review,True,2026-04
130,23,25,1,Présence de Champs vide sur la fiche démographique,N1,2026-04-17 08:09:00,2026-06-30 16:00:00,74.29166666666667,CAVALLY,GRP. CAG,presence de champ_non_renseigne sur la fiche demographique,presence champ_non_renseigne fiche demographique,4,True,4,qualite_information_insuffisante,rule,False,2026-04
131,23,25,2,Inconformité sur la nationalité et la Nature de la pièce d'identification du voisin SERME SEYDOU sur la fiche démographique,N1,2026-04-17 08:09:00,2026-06-30 16:00:00,74.29166666666667,CAVALLY,GRP. CAG,inconformite sur la nationalite et la nature de la piece d'identification du voisin serme seydou sur la fiche demographique,inconformite nationalite nature piece d'identification voisin serme seydou fiche demographique,10,True,5,voisinage_limitrophes,rule,False,2026-04
132,23,25,3,Absence de signatures des membres de l'équipe d'enquête,N1,2026-04-17 08:09:00,2026-06-30 16:00:00,74.29166666666667,CAVALLY,GRP. CAG,absence de signatures des membres de l'equipe d'enquete,absence signatures membres l'equipe d'enquete,5,True,7,audition_enquete_historique,rule,False,2026-04
133,23,25,4,Absence de signature du géometre expert sur le PVCL,N1,2026-04-17 08:09:00,2026-06-30 16:00:00,74.29166666666667,CAVALLY,GRP. CAG,signature_absente du geometre expert sur le pvcl,signature_absente geometre expert pvcl,4,True,0,signature_absente_ou_incomplete,rule,False,2026-04
134,23,25,5,Le voisin KONE KASSUM ne figure pas sur le Plan,N1,2026-04-17 08:09:00,2026-06-30 16:00:00,74.29166666666667,CAVALLY,GRP. CAG,le voisin kone kassum ne figure pas sur le plan,voisin kone kassum ne figure pas plan,7,True,6,voisinage_limitrophes,rule,False,2026-04
135,23,25,6,Absence d'au moins un membre du CVGFR et la chefferie sur le Plan,N1,2026-04-17 08:09:00,2026-06-30 16:00:00,74.29166666666667,CAVALLY,GRP. CAG,absence d'au moins un membre du cvgfr et la chefferie sur le plan,absence d'au membre cvgfr chefferie plan,6,True,3,plan_toponymie_noms,rule,False,2026-04
136,23,25,7,Présence des étiquettes à l'intérieur de la polygonale de la parcelle,N1,2026-04-17 08:09:00,2026-06-30 16:00:00,74.29166666666667,CAVALLY,GRP. CAG,presence des etiquettes a l'interieur de la polygonale de la parcelle,presence etiquettes l'interieur polygonale parcelle,5,True,10,shapefile_geometrie_superficie,rule,False,2026-04
